reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content,resultRoberta,roberta_neg,roberta_neu,roberta_pos,compound,topic
65489cb3-b53e-45ba-a3ae-e5ec5cab5f28,قراصنة الرياضيات,https://play-lh.googleusercontent.com/a-/ALV-UjWyFNUEjQlz_mPcmZFC-0t218J54fN4xzRrKm33fFsUFUViBmFb,Rahat ve konforlu,5,0,,2024-12-22 10:39:47,"Merhaba, değerlendirmeniz için teşekkür ederiz! Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-12-22 15:04:59,,Comfortable and comfortable,"{'roberta_neg': 0.007461898, 'roberta_neu': 0.18836857, 'roberta_pos': 0.8041696}",0.007461898,0.18836857,0.8041696,0.7967077,General Feedback
4b734e47-3a1f-4758-ba53-3fc7be672d79,Muhammad Hamza,https://play-lh.googleusercontent.com/a-/ALV-UjVPtOrGMowgjUSnurAv9ACC3ZNyWJqVlZLl87ZmQ1Eu_WPfMieL,Good price and easy to use,5,0,7.4.2,2024-12-19 22:42:09,"Thank you so much for sharing your positive feedback with us💚
",2024-12-20 05:41:16,7.4.2,Good price and easy to use,"{'roberta_neg': 0.0045854524, 'roberta_neu': 0.059789576, 'roberta_pos': 0.935625}",0.0045854524,0.059789576,0.935625,0.9310396,Usability and Design
1ec359d2-05a3-4458-b7a4-7b5b8456e861,Ayse Elif Aktan,https://play-lh.googleusercontent.com/a-/ALV-UjXugnkpPvxSUdWo0kZMEzHne2JvgF3GInegzd4sSr6rE2UBjQA,Teşekkürler 🌹,5,0,,2024-12-09 21:22:05,"Merhaba, değerlendirmeniz için biz teşekkür ederiz. 💚

",2024-12-10 05:43:33,,Thanks 🌹,"{'roberta_neg': 0.0073312684, 'roberta_neu': 0.22651064, 'roberta_pos': 0.76615804}",0.0073312684,0.22651064,0.76615804,0.7588268,General Feedback
f7c16854-0de6-449d-8a6a-6158632f445e,Ali Cakir,https://play-lh.googleusercontent.com/a-/ALV-UjUx0QU8B85gKblv4MLR9LHwkExsehGp_xI72-ISRoipo-FUYIE,"As im a Turkish man im looking for flights in Enuygun again from overseas coz more cheap n and optionals and free communicate with Enuygun is appreciated , thanks Enuygun ..",5,0,7.3.4,2024-12-05 06:58:09,"Merhaba, değerlendirmeniz için teşekkür ederiz! Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-12-05 12:30:24,7.3.4,"As im a Turkish man im looking for flights in Enuygun again from overseas coz more cheap n and optionals and free communicate with Enuygun is appreciated , thanks Enuygun ..","{'roberta_neg': 0.0043779667, 'roberta_neu': 0.1294273, 'roberta_pos': 0.8661947}",0.0043779667,0.1294273,0.8661947,0.86181676,Customer Service
7d0d8206-0543-4d9b-a057-c736c10dc7c6,Erhan Ozcelik,https://play-lh.googleusercontent.com/a-/ALV-UjVzU4aJ14m-X6xK9tgnrwPQIgokiwsr8hJLFo7jzERC3ncBDveR,Mükemmel,5,0,7.3.4,2024-11-15 20:19:57,"Merhaba, memnuniyetiniz bizim için çok değerli. Değerlendirmeniz ve yorumunuz için teşekkür ederiz💚",2024-11-16 06:45:16,7.3.4,Perfect,"{'roberta_neg': 0.04541072, 'roberta_neu': 0.30522624, 'roberta_pos': 0.64936304}",0.04541072,0.30522624,0.64936304,0.60395235,General Feedback
eb8c20d7-11ec-43d6-a40c-5645c14aadc7,Vahid Vali,https://play-lh.googleusercontent.com/a-/ALV-UjXjRpOqmuGU8ax2zcNY0Xry4elj9DWYXKZXVcVmA-jPutOCBfNJ,Very nice,5,0,7.3.4,2024-11-10 11:43:12,"Thank you so much for sharing your positive feedback with us💚

",2024-11-11 06:04:12,7.3.4,Very nice,"{'roberta_neg': 0.0050327964, 'roberta_neu': 0.03819719, 'roberta_pos': 0.95677}",0.0050327964,0.03819719,0.95677,0.9517372,General Feedback
03052842-cf24-474c-9738-f1bd7335360b,hasan aslan,https://play-lh.googleusercontent.com/a-/ALV-UjVFZjHUmECuyqSlupgZfZbH7LPVWQesWNs-yPG2aMIhz5gRJRwe,Very good,5,0,7.3.3,2024-10-25 17:54:35,"Merhaba, değerlendirmeniz için teşekkür ederiz! Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-10-26 06:35:19,7.3.3,Very good,"{'roberta_neg': 0.0052738166, 'roberta_neu': 0.04285179, 'roberta_pos': 0.9518744}",0.0052738166,0.04285179,0.9518744,0.94660056,General Feedback
99291d5d-26fc-4340-8960-b2ee1310a3c5,Mehmet,https://play-lh.googleusercontent.com/a/ACg8ocIqbqGhacm1yleKXNMEpfnwhsIHL4ukrPFRS9MWLgoNa19oMA=mo,"Bilet satmak için ""son 2 koltuk"" diyor, ancak son 2 koltuğu satın aldığım halde satışa devam edip hala son 2 koltuk diyor. Satış taktiği olarak insanları kandırıp aceleye getirmek büyük ahlaksızlık.",1,0,,2024-10-24 22:28:46,"Merhaba Mehmet Bey, öncelikle yaşadığınız deneyim için üzgünüz. Bilet kontenjanlarını firmaların sistemlerinden anlık olarak çekerek sizlere iletiyoruz. İletişim bilgilerinizi talep@enuygun.com adresine göndererek bizimle paylaşabilirseniz konu hakkında size daha detaylı bilgi vermek isteriz. İyi günler dileriz.",2024-10-25 05:47:48,,"He says ""last 2 seats"" to sell tickets, but even though I bought the last 2 seats, he still continues to sell and still says the last 2 seats.It is great immorality to deceive and hurry people as a sales tactic.","{'roberta_neg': 0.8152097, 'roberta_neu': 0.16948605, 'roberta_pos': 0.015304246}",0.8152097,0.16948605,0.015304246,-0.7999054,Errors and Technical Issues
6297f2a7-f891-4169-bccc-1d330d34c34f,Hüseyin.Dindar,https://play-lh.googleusercontent.com/a-/ALV-UjWKyy-8dCvhgOE--XniChgh7fDrSCaVlSXcNHfKdoNvRCJlHDSm,Çok kolay kullanımı,5,0,7.2.6,2024-10-17 09:04:54,"Merhaba, değerlendirmeniz için teşekkür ederiz! Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-10-17 11:33:54,7.2.6,Very easy to use,"{'roberta_neg': 0.0046823826, 'roberta_neu': 0.06733092, 'roberta_pos': 0.9279867}",0.0046823826,0.06733092,0.9279867,0.9233043,Usability and Design
a91fa191-34bb-47c2-a471-d4d491d10b59,Foulscene 13,https://play-lh.googleusercontent.com/a-/ALV-UjV00BK-FLUtOi71Mxqw8odKSe7pMU91m_SREmMe8A-lfT8aY-U,gayet işe yarıyor,5,0,7.2.6,2024-10-04 11:09:55,"Merhaba, yorumunuz için çok teşekkür ederiz! Müşteri memnuniyeti bizim için her zaman en önemli önceliktir. Gelecekte de size en iyi hizmeti sunmak için çalışmaya devam edeceğiz. 💚

",2024-10-04 12:25:03,7.2.6,It works very much,"{'roberta_neg': 0.0048800404, 'roberta_neu': 0.08480274, 'roberta_pos': 0.91031724}",0.0048800404,0.08480274,0.91031724,0.90543723,General Feedback
